ENSMUSG00000026085	chr1	37985810	37996865
ENSMUSG00000026083	chr1	38037038	38094683
ENSMUSG00000026082	chr1	38091652	38169186
ENSMUSG00000102716	chr1	38171163	38198973
ENSMUSG00000026080	chr1	38902945	38937258
ENSMUSG00000026078	chr1	39024689	39038023
ENSMUSG00000026077	chr1	39232705	39402323
ENSMUSG00000101634	chr1	39870066	39932037
ENSMUSG00000026074	chr1	39940044	40067208
ENSMUSG00000097899	chr1	40094991	40125040
ENSMUSG00000026073	chr1	40113239	40164391
ENSMUSG00000026072	chr1	40264174	40356417
ENSMUSG00000026069	chr1	40468730	40504575
ENSMUSG00000026070	chr1	40504712	40540014
ENSMUSG00000026068	chr1	40554522	40590865
ENSMUSG00000026065	chr1	40619131	40670186
ENSMUSG00000026062	chr1	40719734	40808433
ENSMUSG00000100185	chr1	41566091	41568703
ENSMUSG00000100832	chr1	41782154	41978758
ENSMUSG00000053640	chr1	42268886	42270268
ENSMUSG00000101919	chr1	42277393	42277855
ENSMUSG00000101299	chr1	42298929	42426946
ENSMUSG00000100180	chr1	42363750	42395097
ENSMUSG00000099784	chr1	42789872	42792041
ENSMUSG00000100269	chr1	43095427	43096294
ENSMUSG00000010290	chr1	43137648	43186637
ENSMUSG00000008136	chr1	43162199	43236290
ENSMUSG00000099576	chr1	43258653	43351039
ENSMUSG00000026051	chr1	43769754	43781743
ENSMUSG00000100764	chr1	43781121	43783055
ENSMUSG00000100635	chr1	43782075	43782686
ENSMUSG00000100480	chr1	43784944	43785442
ENSMUSG00000026049	chr1	44125773	44141635
ENSMUSG00000026047	chr1	44143056	44158876
ENSMUSG00000026048	chr1	44186888	44220420
ENSMUSG00000100769	chr1	44431428	44462188
ENSMUSG00000056870	chr1	44590595	44836044
ENSMUSG00000101701	chr1	44778836	44784109
ENSMUSG00000026043	chr1	45350698	45395840
ENSMUSG00000026042	chr1	45412554	45542442
ENSMUSG00000025995	chr1	45834315	45862810
ENSMUSG00000098549	chr1	45928685	45929433
ENSMUSG00000025993	chr1	45947211	45965683
ENSMUSG00000101337	chr1	46464752	46846636
ENSMUSG00000025986	chr1	46845872	46964964
ENSMUSG00000100213	chr1	46888689	46889639
ENSMUSG00000101447	chr1	47192621	47228231
ENSMUSG00000099608	chr1	50146629	50203977
ENSMUSG00000100451	chr1	50436711	50437238
ENSMUSG00000100816	chr1	50854534	50856860
ENSMUSG00000026109	chr1	50939803	51227332
ENSMUSG00000100671	chr1	50943603	50945077
ENSMUSG00000101242	chr1	51177440	51180381
ENSMUSG00000099924	chr1	51187468	51189740
ENSMUSG00000099625	chr1	51234380	51236907
ENSMUSG00000101799	chr1	51257545	51373281
ENSMUSG00000101702	chr1	51495839	51498101
ENSMUSG00000026107	chr1	51505021	51517584
ENSMUSG00000099413	chr1	51543191	51646644
ENSMUSG00000101741	chr1	51735466	51786259
ENSMUSG00000018417	chr1	51788913	51955230
ENSMUSG00000101724	chr1	51886999	51888277
ENSMUSG00000100313	chr1	51916269	51918767
ENSMUSG00000026104	chr1	52158137	52201024
ENSMUSG00000026103	chr1	52202607	52272409
ENSMUSG00000100120	chr1	52543395	52626565
ENSMUSG00000099878	chr1	52609173	52619472
ENSMUSG00000100302	chr1	52741431	52743921
ENSMUSG00000026102	chr1	52823863	52884045
ENSMUSG00000026100	chr1	53100799	53107240
ENSMUSG00000100763	chr1	53226802	53236858
ENSMUSG00000026098	chr1	53227800	53336482
ENSMUSG00000026097	chr1	53336228	53349477
ENSMUSG00000026096	chr1	53352564	53365760
ENSMUSG00000026095	chr1	53383776	53391911
ENSMUSG00000117809	chr1	53387638	53391778
ENSMUSG00000026094	chr1	53792831	53824400
ENSMUSG00000025983	chr1	54289839	54407886
ENSMUSG00000052331	chr1	54684499	54965574
ENSMUSG00000101674	chr1	54720862	54806683
ENSMUSG00000025982	chr1	55024318	55066673
ENSMUSG00000025981	chr1	55091923	55115640
ENSMUSG00000025980	chr1	55116989	55171038
ENSMUSG00000025979	chr1	55170062	55201337
ENSMUSG00000025978	chr1	55204315	55267260
ENSMUSG00000097649	chr1	55265340	55274785
ENSMUSG00000025977	chr1	55283803	55402950
ENSMUSG00000099950	chr1	55955317	56011928
ENSMUSG00000100372	chr1	56057558	56059388
ENSMUSG00000101332	chr1	56570983	56573035
ENSMUSG00000099945	chr1	57166448	57193328
ENSMUSG00000101429	chr1	57225773	57254284
ENSMUSG00000097519	chr1	57365616	57416782
ENSMUSG00000025971	chr1	57445310	57457112
ENSMUSG00000054770	chr1	57994260	58058115
ENSMUSG00000026039	chr1	58024388	58065442
ENSMUSG00000026034	chr1	58449348	58463234
ENSMUSG00000026035	chr1	58468332	58488732
ENSMUSG00000026036	chr1	58484310	58520979
ENSMUSG00000026037	chr1	58497840	58544270
ENSMUSG00000026032	chr1	58625541	58636536
ENSMUSG00000026031	chr1	58750321	58798047
ENSMUSG00000026029	chr1	58834375	58886665
ENSMUSG00000026028	chr1	58939607	59013546
ENSMUSG00000026027	chr1	59012672	59035665
ENSMUSG00000099752	chr1	59053347	59098640
ENSMUSG00000097573	chr1	59158983	59161300
ENSMUSG00000101586	chr1	59190089	59208479
ENSMUSG00000026024	chr1	59202085	59277077
ENSMUSG00000026023	chr1	59295874	59392152
ENSMUSG00000099922	chr1	59418089	59431458
ENSMUSG00000097819	chr1	59527639	59531764
ENSMUSG00000099811	chr1	59571836	59590341
ENSMUSG00000026021	chr1	59625714	59710008
ENSMUSG00000026020	chr1	59724106	59758203
ENSMUSG00000026018	chr1	60019156	60082635
ENSMUSG00000026019	chr1	60108944	60137926
ENSMUSG00000026017	chr1	60137370	60193112
ENSMUSG00000026014	chr1	60434868	60606263
ENSMUSG00000026782	chr1	60448647	60520827
ENSMUSG00000026012	chr1	60755959	60812518
ENSMUSG00000026011	chr1	60926159	60954991
ENSMUSG00000026009	chr1	61017086	61039479
ENSMUSG00000100893	chr1	61304450	61310673
ENSMUSG00000100965	chr1	61514110	61515187
ENSMUSG00000100750	chr1	62573650	62575101
ENSMUSG00000100811	chr1	62736202	62757299
ENSMUSG00000025969	chr1	62742444	62857854
ENSMUSG00000100426	chr1	62860506	62898794
ENSMUSG00000025968	chr1	63182058	63216236
ENSMUSG00000025967	chr1	63215940	63219645
ENSMUSG00000027520	chr1	63312363	63353735
ENSMUSG00000025964	chr1	63484875	63635436
ENSMUSG00000115378	chr1	63655127	63659978
ENSMUSG00000025963	chr1	63737978	63769556
ENSMUSG00000025962	chr1	63769322	63794016
ENSMUSG00000025961	chr1	63794066	63808438
ENSMUSG00000025959	chr1	64068606	64161508
ENSMUSG00000101895	chr1	64225150	64342261
ENSMUSG00000025958	chr1	64571731	64643707
ENSMUSG00000025956	chr1	64644639	64656903
ENSMUSG00000101832	chr1	64656454	64665192
ENSMUSG00000100437	chr1	64688794	64692549
ENSMUSG00000025955	chr1	65033079	65075059
ENSMUSG00000025952	chr1	65110684	65112848
ENSMUSG00000025950	chr1	65196781	65225721
ENSMUSG00000025949	chr1	65225808	65317854
ENSMUSG00000025946	chr1	65321215	65428783
ENSMUSG00000025945	chr1	65965679	65967466
ENSMUSG00000015222	chr1	66214327	66481746
ENSMUSG00000055567	chr1	66507072	66738307
ENSMUSG00000026005	chr1	66739945	66765663
ENSMUSG00000026004	chr1	66758396	66856764
ENSMUSG00000026003	chr1	66868267	66902633
ENSMUSG00000026000	chr1	67039670	67078483
ENSMUSG00000025991	chr1	67161988	67270418
ENSMUSG00000099804	chr1	69470447	69521808
ENSMUSG00000100354	chr1	69529516	69532947
ENSMUSG00000101156	chr1	69553091	69586866
ENSMUSG00000025997	chr1	69570373	69727004
ENSMUSG00000100815	chr1	69634195	69637681
ENSMUSG00000099954	chr1	69699346	69701220
ENSMUSG00000053153	chr1	69866036	70764291
ENSMUSG00000026196	chr1	71066657	71142305
ENSMUSG00000026192	chr1	71596294	71619241
ENSMUSG00000026193	chr1	71624673	71692419
ENSMUSG00000099707	chr1	71926324	71932718
ENSMUSG00000101211	chr1	71932974	71956284
ENSMUSG00000101848	chr1	71998012	72186084
ENSMUSG00000101764	chr1	72022832	72077911
ENSMUSG00000102123	chr1	72146284	72162872
ENSMUSG00000026189	chr1	72297846	72323481
ENSMUSG00000026188	chr1	72323511	72342560
ENSMUSG00000026187	chr1	72346532	72434112
ENSMUSG00000026185	chr1	72897091	72914043
ENSMUSG00000101968	chr1	72975998	73100874
ENSMUSG00000026182	chr1	73054221	73055208
ENSMUSG00000101112	chr1	73179381	73379395
ENSMUSG00000099877	chr1	73429934	73446728
ENSMUSG00000101812	chr1	73438127	73469949
ENSMUSG00000100444	chr1	73561254	73568949
ENSMUSG00000100429	chr1	73568071	73575595
ENSMUSG00000101344	chr1	73657233	73944502
ENSMUSG00000055322	chr1	73949390	74163731
ENSMUSG00000026180	chr1	74193150	74200405
ENSMUSG00000101503	chr1	74319961	74321873
ENSMUSG00000026179	chr1	74323648	74392853
ENSMUSG00000099931	chr1	74334762	74338026
ENSMUSG00000026177	chr1	74414303	74425448
ENSMUSG00000026176	chr1	74430550	74436444
ENSMUSG00000026175	chr1	74448535	74475933
ENSMUSG00000033364	chr1	74474669	74583443
ENSMUSG00000026174	chr1	74545183	74570004
ENSMUSG00000026173	chr1	74581734	74606997
ENSMUSG00000026135	chr1	74599345	74627414
ENSMUSG00000026172	chr1	74626561	74638394
ENSMUSG00000026171	chr1	74629094	74640561
ENSMUSG00000033276	chr1	74640601	74676053
ENSMUSG00000033257	chr1	74700793	74743045
ENSMUSG00000026170	chr1	74752314	74777056
ENSMUSG00000006542	chr1	74775818	74788380
ENSMUSG00000033227	chr1	74810922	74824975
ENSMUSG00000099472	chr1	74814102	74816564
ENSMUSG00000026167	chr1	74830675	74844355
ENSMUSG00000055197	chr1	74920668	74924578
ENSMUSG00000006546	chr1	74929093	74932302
ENSMUSG00000006538	chr1	74984474	74990837
ENSMUSG00000026162	chr1	75004985	75101899
ENSMUSG00000026205	chr1	75102185	75110534
ENSMUSG00000033159	chr1	75111192	75119765
ENSMUSG00000026197	chr1	75145290	75148273
ENSMUSG00000026198	chr1	75148267	75157051
ENSMUSG00000033124	chr1	75157503	75169327
ENSMUSG00000026199	chr1	75168404	75176051
ENSMUSG00000026200	chr1	75173622	75187457
ENSMUSG00000026201	chr1	75185477	75192258
ENSMUSG00000026202	chr1	75189219	75196566
ENSMUSG00000026203	chr1	75212712	75222340
ENSMUSG00000026204	chr1	75223671	75241146
ENSMUSG00000101840	chr1	75228930	75266536
ENSMUSG00000033061	chr1	75248842	75255253
ENSMUSG00000100556	chr1	75249249	75252296
ENSMUSG00000026209	chr1	75284432	75294634
ENSMUSG00000026208	chr1	75320511	75345223
ENSMUSG00000026207	chr1	75351777	75408964
ENSMUSG00000033021	chr1	75412246	75419984
ENSMUSG00000033007	chr1	75427073	75450987
ENSMUSG00000032997	chr1	75451206	75455951
ENSMUSG00000026211	chr1	75455954	75483294
ENSMUSG00000032968	chr1	75482196	75489223
ENSMUSG00000026213	chr1	75498166	75515708
ENSMUSG00000006576	chr1	75522508	75542098
ENSMUSG00000099996	chr1	75992996	75995810
ENSMUSG00000100553	chr1	76397300	76505272
ENSMUSG00000100534	chr1	76867109	77004429
ENSMUSG00000026235	chr1	77343822	77492816
ENSMUSG00000101849	chr1	77491917	77493765
ENSMUSG00000102052	chr1	77919603	77952580
ENSMUSG00000032908	chr1	78286933	78396926
ENSMUSG00000099561	chr1	78302265	78316743
ENSMUSG00000026245	chr1	78392766	78465534
ENSMUSG00000012187	chr1	78487628	78514810
ENSMUSG00000099364	chr1	78536516	78607061
ENSMUSG00000100562	chr1	78593262	78597882
ENSMUSG00000032883	chr1	78635537	78685461
ENSMUSG00000099706	chr1	78769340	79202228
ENSMUSG00000101324	chr1	78798975	78800369
ENSMUSG00000054702	chr1	79584593	79649704
ENSMUSG00000026248	chr1	79753735	79759168
ENSMUSG00000026249	chr1	79763323	79839144
ENSMUSG00000099552	chr1	80162389	80207334
ENSMUSG00000101483	chr1	80317232	80477001
ENSMUSG00000054976	chr1	81054447	81344971
ENSMUSG00000055980	chr1	82210822	82269338
ENSMUSG00000026142	chr1	82294173	82423782
ENSMUSG00000100786	chr1	82370214	82380467
ENSMUSG00000097564	chr1	82669637	82702890
ENSMUSG00000026150	chr1	82702582	82730684
ENSMUSG00000101450	chr1	82717412	82718428
ENSMUSG00000026149	chr1	82734370	82746182
ENSMUSG00000100170	chr1	82797179	82800849
ENSMUSG00000026159	chr1	82816740	82878903
ENSMUSG00000100190	chr1	83019245	83020201
ENSMUSG00000101315	chr1	83038651	83039642
ENSMUSG00000026166	chr1	83094487	83096888
ENSMUSG00000053161	chr1	83137473	83188295
ENSMUSG00000026163	chr1	83231860	83386011
ENSMUSG00000100580	chr1	83637271	83889397
ENSMUSG00000026219	chr1	84698521	84837407
ENSMUSG00000026220	chr1	84873223	84912970
ENSMUSG00000052477	chr1	84970411	85248536
ENSMUSG00000026222	chr1	85577709	85637719
ENSMUSG00000052760	chr1	85644804	85706364
ENSMUSG00000100217	chr1	85699095	85718335
ENSMUSG00000026223	chr1	85821825	85836428
ENSMUSG00000026224	chr1	85850276	85868346
ENSMUSG00000099767	chr1	85860968	85865053
ENSMUSG00000100108	chr1	85900087	85914639
ENSMUSG00000026226	chr1	85944538	85957683
ENSMUSG00000026227	chr1	85973531	85983626
ENSMUSG00000026229	chr1	85992097	86070048
ENSMUSG00000026228	chr1	86026748	86039736
ENSMUSG00000099644	chr1	86230780	86231880
ENSMUSG00000026234	chr1	86272441	86287208
ENSMUSG00000026237	chr1	86313284	86353950
ENSMUSG00000026238	chr1	86454098	86458434
ENSMUSG00000026239	chr1	86470636	86510524
ENSMUSG00000026240	chr1	86510616	86537097
ENSMUSG00000026241	chr1	86594013	86598301
ENSMUSG00000053333	chr1	86631289	86977819
ENSMUSG00000100768	chr1	86702541	86704250
ENSMUSG00000099401	chr1	86857109	87001558
ENSMUSG00000101625	chr1	87007853	87024140
ENSMUSG00000026246	chr1	87014416	87017650
ENSMUSG00000099839	chr1	87070521	87074836
ENSMUSG00000026247	chr1	87075377	87084243
ENSMUSG00000026251	chr1	87118306	87127795
ENSMUSG00000026253	chr1	87132379	87140416
ENSMUSG00000026254	chr1	87141621	87168210
ENSMUSG00000026255	chr1	87192031	87238565
ENSMUSG00000026258	chr1	87397772	87403204
ENSMUSG00000026259	chr1	87404515	87501656
ENSMUSG00000026288	chr1	87547989	87648230
ENSMUSG00000026289	chr1	87683592	87720150
ENSMUSG00000056055	chr1	87731402	87772880
ENSMUSG00000101942	chr1	87772188	87782021
ENSMUSG00000054545	chr1	88062222	88147724
ENSMUSG00000026295	chr1	88319600	88354160
ENSMUSG00000099553	chr1	88371681	88390772
ENSMUSG00000100908	chr1	88387405	88420706
ENSMUSG00000100798	chr1	88432634	88489889
ENSMUSG00000100367	chr1	88580574	88585827
ENSMUSG00000097398	chr1	88682600	88683461
ENSMUSG00000099848	chr1	88722231	88803307
ENSMUSG00000099378	chr1	88943760	88949947
ENSMUSG00000101288	chr1	89230410	89285924
ENSMUSG00000099938	chr1	89288057	89333968
ENSMUSG00000055013	chr1	89382425	89838077
ENSMUSG00000101662	chr1	89496487	89504324
ENSMUSG00000102009	chr1	89578251	89611630
ENSMUSG00000034486	chr1	89855678	89858920
ENSMUSG00000026301	chr1	89969853	90081242
ENSMUSG00000100850	chr1	90078586	90087195
ENSMUSG00000101028	chr1	90168415	90232358
ENSMUSG00000101951	chr1	90182998	90187842
ENSMUSG00000101997	chr1	90381116	90382223
ENSMUSG00000034432	chr1	90530703	90541138
ENSMUSG00000056128	chr1	90588752	90607518
ENSMUSG00000026303	chr1	90842787	90879012
ENSMUSG00000026304	chr1	90885855	90897383
ENSMUSG00000100791	chr1	90902181	90902982
ENSMUSG00000026305	chr1	90926445	91058477
ENSMUSG00000034353	chr1	91107540	91152918
ENSMUSG00000034343	chr1	91176217	91225284
ENSMUSG00000026307	chr1	91226055	91248803
ENSMUSG00000026308	chr1	91278738	91290141
ENSMUSG00000026309	chr1	91301568	91326637
ENSMUSG00000100253	chr1	91330762	91333865
ENSMUSG00000055866	chr1	91343700	91387069
ENSMUSG00000100151	chr1	91410729	91412502
ENSMUSG00000034292	chr1	91422319	91459863
ENSMUSG00000026311	chr1	91468266	91487311
ENSMUSG00000101705	chr1	91538873	91554600
ENSMUSG00000100980	chr1	91726250	91730659
ENSMUSG00000007805	chr1	91729176	91796542
ENSMUSG00000101414	chr1	91750237	91751707
ENSMUSG00000026313	chr1	91855937	92123421
ENSMUSG00000101265	chr1	92252232	92257870
ENSMUSG00000026260	chr1	92361375	92401613
ENSMUSG00000100546	chr1	92641944	92658486
ENSMUSG00000099665	chr1	92686916	92688264
ENSMUSG00000100781	chr1	92748680	92765618
ENSMUSG00000034220	chr1	92759062	92792113
ENSMUSG00000101995	chr1	92769899	92776493
ENSMUSG00000034212	chr1	92787525	92830628
ENSMUSG00000026269	chr1	92838270	92852111
ENSMUSG00000100632	chr1	92861248	92878312
ENSMUSG00000026270	chr1	92862093	92881692
ENSMUSG00000026271	chr1	92878587	92914113
ENSMUSG00000014602	chr1	92942641	93029752
ENSMUSG00000101378	chr1	93050562	93056619
ENSMUSG00000026272	chr1	93062962	93073143
ENSMUSG00000034159	chr1	93079071	93088677
ENSMUSG00000026273	chr1	93156137	93233637
ENSMUSG00000101172	chr1	93233673	93245034
ENSMUSG00000026274	chr1	93235527	93271226
ENSMUSG00000026275	chr1	93270576	93301211
ENSMUSG00000034107	chr1	93301652	93332025
ENSMUSG00000034088	chr1	93333653	93406600
ENSMUSG00000026276	chr1	93373043	93437986
ENSMUSG00000034066	chr1	93439801	93549698
ENSMUSG00000026277	chr1	93547471	93586381
ENSMUSG00000100927	chr1	93562890	93566793
ENSMUSG00000026278	chr1	93613193	93623498
ENSMUSG00000026279	chr1	93629657	93682611
ENSMUSG00000101952	chr1	93658826	93678794
ENSMUSG00000026280	chr1	93679222	93718332
ENSMUSG00000026281	chr1	93718799	93729710
ENSMUSG00000026283	chr1	93731626	93749834
ENSMUSG00000034000	chr1	93948173	93956056
ENSMUSG00000026285	chr1	93966027	93980312
ENSMUSG00000100518	chr1	94723878	94744239
ENSMUSG00000100777	chr1	95628907	95644262
ENSMUSG00000100062	chr1	95918220	95949504
ENSMUSG00000100336	chr1	96447142	96484496
ENSMUSG00000100589	chr1	96539782	96590298
ENSMUSG00000097814	chr1	96798851	96835521
ENSMUSG00000100454	chr1	96952241	96953290
ENSMUSG00000026331	chr1	96986763	97056026
ENSMUSG00000026333	chr1	97697527	97721436
ENSMUSG00000026335	chr1	97722839	98023399
ENSMUSG00000100182	chr1	98059140	98073990
ENSMUSG00000100711	chr1	98101141	98119633
ENSMUSG00000026336	chr1	98348849	98444716
ENSMUSG00000100009	chr1	98517162	98693618
ENSMUSG00000100684	chr1	101083427	101102927
ENSMUSG00000099375	chr1	101820683	101822816
ENSMUSG00000099669	chr1	105044155	105055956
ENSMUSG00000097482	chr1	105283732	105289585
ENSMUSG00000101214	chr1	105309771	105496864
ENSMUSG00000056536	chr1	105446146	105591425
ENSMUSG00000100672	chr1	105491851	105492303
ENSMUSG00000026319	chr1	105591554	105682932
ENSMUSG00000026321	chr1	105708358	105777170
ENSMUSG00000099843	chr1	105864409	105918325
ENSMUSG00000101583	chr1	106080339	106099538
ENSMUSG00000100247	chr1	106327908	106330351
ENSMUSG00000054006	chr1	106469673	106502778
ENSMUSG00000009905	chr1	106648072	106687553
ENSMUSG00000009907	chr1	106691785	106724458
ENSMUSG00000026327	chr1	107288928	107308208
ENSMUSG00000026315	chr1	107517700	107539280
ENSMUSG00000100457	chr1	107844955	107985998
ENSMUSG00000026312	chr1	109910161	110068061
ENSMUSG00000101253	chr1	111313420	111374375
ENSMUSG00000101453	chr1	113217070	113218095
ENSMUSG00000097648	chr1	113819115	113892380
ENSMUSG00000100265	chr1	117626585	117656155
ENSMUSG00000101303	chr1	117708863	117731089
ENSMUSG00000100305	chr1	117759560	117782153
ENSMUSG00000101415	chr1	117857468	117877157
ENSMUSG00000100617	chr1	117893669	117914614
ENSMUSG00000102030	chr1	118104272	118130037
ENSMUSG00000026374	chr1	118222508	118239469
ENSMUSG00000026377	chr1	118249564	118261561
ENSMUSG00000099936	chr1	118285042	118292950
ENSMUSG00000026380	chr1	118555636	118612915
ENSMUSG00000097408	chr1	118986199	118987578
ENSMUSG00000099860	chr1	119145668	119254563
ENSMUSG00000101179	chr1	119254817	119313311
ENSMUSG00000098447	chr1	119447820	119454148
ENSMUSG00000098923	chr1	119453890	119456713
ENSMUSG00000101731	chr1	119457210	119463895
ENSMUSG00000026383	chr1	119472753	119576730
ENSMUSG00000026384	chr1	119580197	119765343
ENSMUSG00000101224	chr1	119764899	119855582
ENSMUSG00000026387	chr1	119934615	119991268
ENSMUSG00000026385	chr1	120041010	120048808
ENSMUSG00000026388	chr1	120048513	120116571
ENSMUSG00000026389	chr1	120118487	120200435
ENSMUSG00000101275	chr1	120363513	120393663
ENSMUSG00000026390	chr1	120402267	120432753
ENSMUSG00000099957	chr1	120542086	120618133
ENSMUSG00000101386	chr1	120661603	120691485
ENSMUSG00000101922	chr1	120744229	120802020
ENSMUSG00000099336	chr1	120775718	120785215
ENSMUSG00000100979	chr1	120784403	120785739
ENSMUSG00000097881	chr1	121015087	121106170
ENSMUSG00000101700	chr1	121152005	121155255
ENSMUSG00000101791	chr1	121282845	121288359
ENSMUSG00000026339	chr1	121358750	121435091
ENSMUSG00000099960	chr1	122132874	122179909
ENSMUSG00000099574	chr1	125118013	125125233
ENSMUSG00000026341	chr1	125320633	125363637
ENSMUSG00000102063	chr1	125362393	125394111
ENSMUSG00000026342	chr1	125488332	125523573
ENSMUSG00000026343	chr1	125604623	125801599
ENSMUSG00000026344	chr1	125795357	125841150
ENSMUSG00000101600	chr1	126799918	126805409
ENSMUSG00000026347	chr1	127414283	127607285
ENSMUSG00000026348	chr1	127657143	127695715
ENSMUSG00000102014	chr1	127663379	127702611
ENSMUSG00000026349	chr1	127701901	127735798
